Date,MMM
2000-01-03,28.31187438964844
2000-01-04,27.18690490722656
2000-01-05,27.97437858581543
2000-01-06,30.22434043884277
2000-01-07,30.824323654174805
2000-01-10,30.67433357238769
2000-01-11,30.149333953857425
2000-01-12,30.22434043884277
2000-01-13,30.22434043884277
2000-01-14,29.79309463500977
2000-01-18,29.136859893798828
2000-01-19,29.643085479736328
2000-01-20,28.536865234375
2000-01-21,28.480627059936523
2000-01-24,27.82439613342285
2000-01-25,27.411903381347656
2000-01-26,28.893125534057614
2000-01-27,28.87437629699707
2000-01-28,27.67439270019531
2000-01-31,28.08688163757324
2000-02-01,28.236879348754886
2000-02-02,27.7493896484375
2000-02-03,27.505645751953125
2000-02-04,26.71816062927246
2000-02-07,26.286922454833984
2000-02-08,26.305673599243164
2000-02-09,26.286922454833984
2000-02-10,25.799434661865234
2000-02-11,24.88070297241211
2000-02-14,24.86195373535156
2000-02-15,26.73691749572754
2000-02-16,26.4931697845459
2000-02-17,26.886905670166016
2000-02-18,26.26816749572754
2000-02-22,27.036903381347656
2000-02-23,27.87251091003418
2000-02-24,27.47623062133789
2000-02-25,25.891061782836914
2000-02-28,26.098636627197266
2000-02-29,26.62702751159668
2000-03-01,26.00428581237793
2000-03-02,25.98541641235352
2000-03-03,27.02331352233887
2000-03-06,26.34396553039551
2000-03-07,24.98525428771973
2000-03-08,24.928640365600586
2000-03-09,24.43798828125
2000-03-10,24.60782241821289
2000-03-13,23.85298728942871
2000-03-14,23.890737533569336
2000-03-15,24.909757614135746
2000-03-16,26.589284896850586
2000-03-17,25.928789138793945
2000-03-20,26.26847648620605
2000-03-21,27.30638694763184
2000-03-22,25.96654319763184
2000-03-23,26.26847648620605
2000-03-24,27.438486099243164
2000-03-27,26.75912094116211
2000-03-28,26.83460998535156
2000-03-29,26.457189559936523
2000-03-30,26.872350692749023
2000-03-31,26.74025917053223
2000-04-03,27.74041175842285
2000-04-04,28.06122970581055
2000-04-05,27.513973236083984
2000-04-06,28.19332504272461
2000-04-07,27.66494369506836
2000-04-10,28.00461387634277
2000-04-11,28.81606864929199
2000-04-12,28.57073783874512
2000-04-13,28.608497619628906
2000-04-14,27.419620513916016
2000-04-17,27.13654708862305
2000-04-18,27.13654708862305
2000-04-19,27.30638694763184
2000-04-20,27.853649139404297
2000-04-24,29.401071548461914
2000-04-25,28.325424194335934
2000-04-26,26.853471755981445
2000-04-27,26.400577545166016
2000-04-28,26.15524673461914
2000-05-01,26.24960708618164
2000-05-02,26.24960708618164
2000-05-03,25.909931182861328
2000-05-04,25.79669952392578
2000-05-05,26.17412567138672
2000-05-08,26.362834930419922
2000-05-09,25.96654319763184
2000-05-10,25.94767189025879
2000-05-11,25.94767189025879
2000-05-12,25.626867294311523
2000-05-15,25.94767189025879
2000-05-16,27.193159103393555
2000-05-17,26.74263572692871
2000-05-18,26.45773696899414
2000-05-19,25.67901611328125
2000-05-22,25.58403968811035
2000-05-23,25.5650577545166
2000-05-24,26.79961395263672
2000-05-25,25.81196403503418
2000-05-26,25.527063369750977
2000-05-30,25.86894607543945
2000-05-31,26.058874130249023
2000-06-01,25.79297637939453
2000-06-02,25.62203025817871
2000-06-05,25.84994697570801
2000-06-06,25.01423454284668
2000-06-07,24.84330177307129
2000-06-08,24.84330177307129
2000-06-09,24.9002742767334
2000-06-12,24.909767150878906
2000-06-13,24.881296157836914
2000-06-14,25.58403968811035
2000-06-15,26.26780891418457
2000-06-16,25.66002082824707
2000-06-19,25.37510108947754
2000-06-20,24.976247787475586
2000-06-21,26.21082878112793
2000-06-22,26.153844833374023
2000-06-23,25.66002082824707
2000-06-26,25.982912063598636
2000-06-27,26.32478141784668
2000-06-28,26.15859031677246
2000-06-29,26.00189971923828
2000-06-30,25.22317314147949
2000-07-03,25.54604721069336
2000-07-05,26.89458465576172
2000-07-06,26.30578994750977
2000-07-07,26.17282676696777
2000-07-10,26.49572944641113
2000-07-11,27.02753448486328
2000-07-12,27.36941337585449
2000-07-13,27.217477798461914
2000-07-14,26.704652786254886
2000-07-17,26.51471710205078
2000-07-18,26.74263572692871
2000-07-19,26.28678703308105
2000-07-20,26.28678703308105
2000-07-21,26.248817443847656
2000-07-24,27.06551551818848
2000-07-25,26.837608337402344
2000-07-26,26.91358184814453
2000-07-27,27.04651260375977
2000-07-28,27.65432357788086
2000-07-31,27.36941337585449
2000-08-01,27.160497665405273
2000-08-02,27.4263858795166
2000-08-03,27.33143424987793
2000-08-04,27.350419998168945
2000-08-07,27.61633491516113
2000-08-08,27.76828193664551
2000-08-09,28.11015319824219
2000-08-10,28.83191108703613
2000-08-11,29.40169715881348
2000-08-14,29.07880973815918
2000-08-15,28.83191108703613
2000-08-16,28.736934661865234
2000-08-17,28.945858001708984
2000-08-18,28.90789794921875
2000-08-21,28.85090255737305
2000-08-22,29.268768310546875
2000-08-23,29.33142471313477
2000-08-24,28.98748207092285
2000-08-25,29.274110794067386
2000-08-28,29.08303451538086
2000-08-29,28.93014144897461
2000-08-30,28.54798126220703
2000-08-31,28.4381046295166
2000-09-01,28.28046798706055
2000-09-05,28.204030990600586
2000-09-06,28.77728843688965
2000-09-07,28.012958526611328
2000-09-08,27.49701690673828
2000-09-11,27.1912784576416
2000-09-12,26.92377281188965
2000-09-13,26.44606208801269
2000-09-14,25.98745536804199
2000-09-15,26.02566909790039
2000-09-18,25.43330955505371
2000-09-19,25.643497467041016
2000-09-20,24.99380302429199
2000-09-21,26.426963806152344
2000-09-22,26.98109436035156
2000-09-25,27.516136169433594
2000-09-26,27.4779109954834
2000-09-27,27.49701690673828
2000-09-28,28.012958526611328
2000-09-29,27.86007881164551
2000-10-02,28.03205871582031
2000-10-03,28.73905372619629
2000-10-04,29.19766998291016
2000-10-05,28.50976371765137
2000-10-06,28.1849308013916
2000-10-09,28.05116081237793
2000-10-10,28.4715518951416
2000-10-11,28.50976371765137
2000-10-12,27.78364562988281
2000-10-13,27.821866989135746
2000-10-16,28.1849308013916
2000-10-17,27.86007881164551
2000-10-18,27.86007881164551
2000-10-19,27.210390090942386
2000-10-20,26.67536163330078
2000-10-23,27.45880889892578
2000-10-24,27.535234451293945
2000-10-25,27.55434226989746
2000-10-26,28.1849308013916
2000-10-27,28.586191177368164
2000-10-30,29.044809341430664
2000-10-31,29.5416202545166
2000-11-01,29.08303451538086
2000-11-02,29.02569580078125
2000-11-03,29.006593704223636
2000-11-06,29.770936965942386
2000-11-07,29.63716125488281
2000-11-08,29.75180435180664
2000-11-09,29.770936965942386
2000-11-10,29.044809341430664
