Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,24.5,23.84375,23.84375,24.3125,5055000.0,11.845388412475586
2000-01-04,24.875,24.0,24.3125,24.0,6181400.0,11.693136215209961
2000-01-05,25.09375,24.0,24.0,24.5625,6398600.0,11.96718978881836
2000-01-06,26.125,25.28125,25.28125,25.8125,5140600.0,12.576205253601074
2000-01-07,27.5625,26.375,26.375,26.65625,6360200.0,12.987292289733887
2000-01-10,27.28125,25.75,26.65625,25.78125,3682200.0,12.560978889465332
2000-01-11,26.59375,25.375,25.78125,25.375,3945600.0,12.363051414489746
2000-01-12,26.15625,25.5625,25.5625,25.8125,3401000.0,12.576205253601074
2000-01-13,26.6875,26.03125,26.03125,26.09375,3129400.0,12.713235855102539
2000-01-14,26.4375,25.9375,26.09375,25.96875,3044400.0,12.652334213256836
2000-01-18,25.875,24.9375,25.875,24.96875,4054200.0,12.319297790527344
2000-01-19,25.34375,24.65625,24.96875,24.65625,3424600.0,12.165117263793945
2000-01-20,24.96875,23.53125,24.65625,23.5625,4279200.0,11.625473022460938
2000-01-21,23.96875,22.8125,23.5625,23.6875,5000000.0,11.687141418457031
2000-01-24,23.625,22.53125,23.625,22.65625,5385600.0,11.178338050842285
2000-01-25,22.5,21.28125,22.5,21.8125,6084200.0,10.762039184570312
2000-01-26,22.84375,21.6875,21.8125,22.46875,4188200.0,11.085824012756348
2000-01-27,22.78125,22.0,22.46875,22.28125,3340800.0,10.993317604064941
2000-01-28,22.59375,21.75,22.28125,21.75,4851600.0,10.731204986572266
2000-01-31,21.96875,21.21875,21.75,21.21875,3677000.0,10.46909236907959
2000-02-01,22.03125,21.375,21.375,21.59375,2930200.0,10.65411376953125
2000-02-02,22.375,21.4375,21.59375,21.71875,2933600.0,10.715785026550293
2000-02-03,21.625,21.0625,21.625,21.15625,4343400.0,10.43825626373291
2000-02-04,21.40625,20.625,21.15625,21.15625,4122000.0,10.43825626373291
2000-02-07,20.90625,20.375,20.90625,20.625,4089800.0,10.176145553588867
2000-02-08,20.75,20.0,20.625,20.5,5848400.0,10.114473342895508
2000-02-09,20.59375,19.5625,20.5,19.5625,5934800.0,9.6519136428833
2000-02-10,19.78125,18.8125,19.5625,19.03125,5807400.0,9.389798164367676
2000-02-11,18.9375,17.4375,18.9375,18.0,11944800.0,8.880998611450195
2000-02-14,19.46875,18.125,18.125,19.3125,6787800.0,9.528565406799316
2000-02-15,20.375,19.3125,19.3125,20.0,6048200.0,9.867774963378906
2000-02-16,20.3125,19.40625,20.0,19.59375,3881400.0,9.667333602905273
2000-02-17,19.5625,18.84375,19.5625,19.34375,3824200.0,9.543987274169922
2000-02-18,19.1875,18.6875,19.1875,18.84375,3017800.0,9.297295570373535
2000-02-22,19.4375,18.75,18.84375,19.15625,4028800.0,9.45147705078125
2000-02-23,19.34375,18.59375,19.15625,18.90625,4894400.0,9.328126907348633
2000-02-24,18.9375,18.125,18.90625,18.125,4488200.0,8.942666053771973
2000-02-25,18.75,17.9375,18.125,18.0,4139800.0,8.880998611450195
2000-02-28,18.3125,17.6875,18.0,17.78125,3319200.0,8.773069381713867
2000-02-29,18.21875,17.5,17.78125,17.53125,4805800.0,8.649717330932617
2000-03-01,17.90625,17.4375,17.53125,17.4375,4841600.0,8.60346508026123
2000-03-02,17.5,17.09375,17.4375,17.21875,3956000.0,8.495538711547852
2000-03-03,18.65625,17.25,17.25,18.1875,4805800.0,8.973506927490234
2000-03-06,19.0,18.21875,18.21875,18.34375,5260400.0,9.050600051879883
2000-03-07,18.25,16.75,18.25,16.90625,8780800.0,8.341353416442871
2000-03-08,18.21875,17.3125,17.3125,17.46875,5772000.0,8.61888313293457
2000-03-09,17.6875,17.125,17.46875,17.625,4904400.0,8.695974349975586
2000-03-10,18.375,17.40625,17.625,17.84375,5335400.0,8.80390739440918
2000-03-13,18.0625,17.5,17.84375,17.8125,3304800.0,8.788481712341309
2000-03-14,18.59375,17.875,17.875,17.90625,6545400.0,8.834745407104492
2000-03-15,19.53125,17.8125,17.90625,19.125,6827400.0,9.436056137084961
2000-03-16,20.8125,19.46875,19.46875,20.34375,7723400.0,10.037375450134277
2000-03-17,20.15625,19.53125,20.15625,19.8125,4798800.0,9.775263786315918
2000-03-20,20.28125,19.21875,19.8125,19.25,4407600.0,9.49773120880127
2000-03-21,20.03125,19.21875,19.25,19.90625,3065800.0,9.821516990661621
2000-03-22,19.8125,19.375,19.8125,19.46875,2487200.0,9.605661392211914
2000-03-23,20.09375,19.625,19.625,19.78125,3596000.0,9.759842872619629
2000-03-24,20.0,19.625,19.78125,19.75,2277600.0,9.744426727294922
2000-03-27,20.3125,19.5,19.75,19.53125,2241200.0,9.636490821838379
2000-03-28,19.5625,19.15625,19.53125,19.15625,2619200.0,9.45147705078125
2000-03-29,19.78125,18.84375,19.15625,19.5,3778000.0,9.621078491210938
2000-03-30,20.65625,19.4375,19.5,20.375,4877800.0,10.052797317504883
2000-03-31,20.5625,19.65625,20.375,19.71875,4850400.0,9.729007720947266
2000-04-03,21.125,19.71875,19.71875,20.9375,4664200.0,10.330327033996582
2000-04-04,22.0625,20.4375,20.9375,21.71875,7259000.0,10.715785026550293
2000-04-05,21.9375,21.125,21.71875,21.21875,3759200.0,10.46909236907959
